,L13
725846400000,0.386
725850000000,0.539
725853600000,0.644
725857200000,0.675
725860800000,0.662
725864400000,0.585
725868000000,0.47
725871600000,0.315
725875200000,0.127
725878800000,0.0
725882400000,0.0
725886000000,0.0
725889600000,0.0
725893200000,0.0
725896800000,0.0
725900400000,0.0
725904000000,0.0
725907600000,0.0
725911200000,0.0
725914800000,0.0
725918400000,0.0
725922000000,0.0
725925600000,0.036
725929200000,0.214
725932800000,0.39
725936400000,0.573
725940000000,0.634
725943600000,0.689
725947200000,0.675
725950800000,0.612
725954400000,0.469
725958000000,0.309
725961600000,0.094
725965200000,0.0
725968800000,0.0
725972400000,0.0
725976000000,0.0
725979600000,0.0
725983200000,0.0
725986800000,0.0
725990400000,0.0
725994000000,0.0
725997600000,0.0
726001200000,0.0
726004800000,0.0
726008400000,0.0
726012000000,0.034
726015600000,0.209
726019200000,0.387
726022800000,0.573
726026400000,0.653
726030000000,0.67
726033600000,0.664
726037200000,0.593
726040800000,0.51
726044400000,0.31
726048000000,0.139
726051600000,0.0
726055200000,0.0
726058800000,0.0
726062400000,0.0
726066000000,0.0
726069600000,0.0
726073200000,0.0
726076800000,0.0
726080400000,0.0
726084000000,0.0
726087600000,0.0
726091200000,0.0
726094800000,0.0
726098400000,0.039
726102000000,0.22
726105600000,0.403
726109200000,0.549
726112800000,0.657
726116400000,0.7
726120000000,0.688
726123600000,0.615
726127200000,0.51
726130800000,0.327
726134400000,0.133
726138000000,0.0
726141600000,0.0
726145200000,0.0
726148800000,0.0
726152400000,0.0
726156000000,0.0
726159600000,0.0
726163200000,0.0
726166800000,0.0
726170400000,0.0
726174000000,0.0
726177600000,0.0
726181200000,0.0
726184800000,0.034
726188400000,0.209
726192000000,0.421
726195600000,0.582
726199200000,0.668
726202800000,0.691
726206400000,0.674
726210000000,0.613
726213600000,0.501
726217200000,0.345
726220800000,0.138
726224400000,0.0
726228000000,0.0
726231600000,0.0
726235200000,0.0
726238800000,0.0
726242400000,0.0
726246000000,0.0
726249600000,0.0
726253200000,0.0
726256800000,0.0
726260400000,0.0
726264000000,0.0
726267600000,0.0
726271200000,0.024
726274800000,0.19
726278400000,0.393
726282000000,0.476
726285600000,0.523
726289200000,0.581
726292800000,0.539
726296400000,0.518
726300000000,0.387
726303600000,0.209
726307200000,0.074
726310800000,0.0
726314400000,0.0
726318000000,0.0
726321600000,0.0
726325200000,0.0
726328800000,0.0
726332400000,0.0
726336000000,0.0
726339600000,0.0
726343200000,0.0
726346800000,0.0
726350400000,0.0
726354000000,0.0
726357600000,0.03
726361200000,0.198
726364800000,0.366
726368400000,0.531
726372000000,0.601
726375600000,0.679
726379200000,0.66
726382800000,0.604
726386400000,0.491
726390000000,0.329
726393600000,0.113
726397200000,0.0
726400800000,0.0
726404400000,0.0
726408000000,0.0
726411600000,0.0
726415200000,0.0
726418800000,0.0
726422400000,0.0
726426000000,0.0
726429600000,0.0
726433200000,0.0
726436800000,0.0
726440400000,0.0
726444000000,0.035
726447600000,0.226
726451200000,0.427
726454800000,0.586
726458400000,0.674
726462000000,0.711
726465600000,0.698
726469200000,0.635
726472800000,0.513
726476400000,0.339
726480000000,0.111
726483600000,0.0
726487200000,0.0
726490800000,0.0
726494400000,0.0
726498000000,0.0
726501600000,0.0
726505200000,0.0
726508800000,0.0
726512400000,0.0
726516000000,0.0
726519600000,0.0
726523200000,0.0
726526800000,0.0
726530400000,0.035
726534000000,0.221
726537600000,0.402
726541200000,0.55
726544800000,0.654
726548400000,0.664
726552000000,0.658
726555600000,0.592
726559200000,0.488
726562800000,0.308
726566400000,0.108
726570000000,0.0
726573600000,0.0
726577200000,0.0
726580800000,0.0
726584400000,0.0
726588000000,0.0
726591600000,0.0
726595200000,0.0
726598800000,0.0
726602400000,0.0
726606000000,0.0
726609600000,0.0
726613200000,0.0
726616800000,0.04
726620400000,0.232
726624000000,0.447
726627600000,0.588
726631200000,0.672
726634800000,0.688
726638400000,0.667
726642000000,0.629
726645600000,0.514
726649200000,0.351
726652800000,0.144
726656400000,0.0
726660000000,0.0
726663600000,0.0
726667200000,0.0
726670800000,0.0
726674400000,0.0
726678000000,0.0
726681600000,0.0
726685200000,0.0
726688800000,0.0
726692400000,0.0
726696000000,0.0
726699600000,0.0
726703200000,0.041
726706800000,0.232
726710400000,0.42
726714000000,0.583
726717600000,0.667
726721200000,0.638
726724800000,0.586
726728400000,0.456
726732000000,0.35
726735600000,0.268
726739200000,0.124
726742800000,0.0
726746400000,0.0
726750000000,0.0
726753600000,0.0
726757200000,0.0
726760800000,0.0
726764400000,0.0
726768000000,0.0
726771600000,0.0
726775200000,0.0
726778800000,0.0
726782400000,0.0
726786000000,0.0
726789600000,0.044
726793200000,0.235
726796800000,0.405
726800400000,0.531
726804000000,0.651
726807600000,0.688
726811200000,0.671
726814800000,0.61
726818400000,0.508
726822000000,0.345
726825600000,0.133
726829200000,0.0
726832800000,0.0
726836400000,0.0
726840000000,0.0
726843600000,0.0
726847200000,0.0
726850800000,0.0
726854400000,0.0
726858000000,0.0
726861600000,0.0
726865200000,0.0
726868800000,0.0
726872400000,0.0
726876000000,0.038
726879600000,0.218
726883200000,0.388
726886800000,0.572
726890400000,0.65
726894000000,0.685
726897600000,0.658
726901200000,0.598
726904800000,0.49
726908400000,0.282
726912000000,0.119
726915600000,0.0
726919200000,0.0
726922800000,0.0
726926400000,0.0
726930000000,0.0
726933600000,0.0
726937200000,0.0
726940800000,0.0
726944400000,0.0
726948000000,0.0
726951600000,0.0
726955200000,0.0
726958800000,0.0
726962400000,0.043
726966000000,0.23
726969600000,0.402
726973200000,0.568
726976800000,0.661
726980400000,0.696
726984000000,0.677
726987600000,0.626
726991200000,0.505
726994800000,0.309
726998400000,0.12
727002000000,0.0
727005600000,0.0
727009200000,0.0
727012800000,0.0
727016400000,0.0
727020000000,0.0
727023600000,0.0
727027200000,0.0
727030800000,0.0
727034400000,0.0
727038000000,0.0
727041600000,0.0
727045200000,0.0
727048800000,0.024
727052400000,0.18
727056000000,0.368
727059600000,0.449
727063200000,0.522
727066800000,0.62
727070400000,0.61
727074000000,0.524
727077600000,0.395
727081200000,0.227
727084800000,0.084
727088400000,0.0
727092000000,0.0
727095600000,0.0
727099200000,0.0
727102800000,0.0
727106400000,0.0
727110000000,0.0
727113600000,0.0
727117200000,0.0
727120800000,0.0
727124400000,0.0
727128000000,0.0
727131600000,0.0
727135200000,0.006
727138800000,0.076
727142400000,0.18
727146000000,0.27
727149600000,0.316
727153200000,0.316
727156800000,0.292
727160400000,0.241
727164000000,0.178
727167600000,0.104
727171200000,0.032
727174800000,0.0
727178400000,0.0
727182000000,0.0
727185600000,0.0
727189200000,0.0
727192800000,0.0
727196400000,0.0
727200000000,0.0
727203600000,0.0
727207200000,0.0
727210800000,0.0
727214400000,0.0
727218000000,0.0
727221600000,0.011
727225200000,0.139
727228800000,0.324
727232400000,0.51
727236000000,0.603
727239600000,0.655
727243200000,0.64
727246800000,0.585
727250400000,0.477
727254000000,0.324
727257600000,0.132
727261200000,0.0
727264800000,0.0
727268400000,0.0
727272000000,0.0
727275600000,0.0
727279200000,0.0
727282800000,0.0
727286400000,0.0
727290000000,0.0
727293600000,0.0
727297200000,0.0
727300800000,0.0
727304400000,0.0
727308000000,0.023
727311600000,0.189
727315200000,0.397
727318800000,0.553
727322400000,0.65
727326000000,0.684
727329600000,0.652
727333200000,0.612
727336800000,0.501
727340400000,0.341
727344000000,0.143
727347600000,0.0
727351200000,0.0
727354800000,0.0
727358400000,0.0
727362000000,0.0
727365600000,0.0
727369200000,0.0
727372800000,0.0
727376400000,0.0
727380000000,0.0
727383600000,0.0
727387200000,0.0
727390800000,0.0
727394400000,0.044
727398000000,0.23
727401600000,0.414
727405200000,0.564
727408800000,0.664
727412400000,0.699
727416000000,0.69
727419600000,0.625
727423200000,0.507
727426800000,0.341
727430400000,0.14
727434000000,0.0
727437600000,0.0
727441200000,0.0
727444800000,0.0
727448400000,0.0
727452000000,0.0
727455600000,0.0
727459200000,0.0
727462800000,0.0
727466400000,0.0
727470000000,0.0
727473600000,0.0
727477200000,0.0
727480800000,0.044
727484400000,0.228
727488000000,0.428
727491600000,0.576
727495200000,0.666
727498800000,0.694
727502400000,0.685
727506000000,0.63
727509600000,0.521
727513200000,0.356
727516800000,0.155
727520400000,0.0
727524000000,0.0
727527600000,0.0
727531200000,0.0
727534800000,0.0
727538400000,0.0
727542000000,0.0
727545600000,0.0
727549200000,0.0
727552800000,0.0
727556400000,0.0
727560000000,0.0
727563600000,0.0
727567200000,0.043
727570800000,0.233
727574400000,0.417
727578000000,0.596
727581600000,0.693
727585200000,0.726
727588800000,0.713
727592400000,0.651
727596000000,0.539
727599600000,0.372
